"SSEC_PIT","SCI_PIT","FTSE100_PIT","DAX30_PIT","CAC40_PIT"
0.319409704636949,0.341357930853285,0.70263962206633,0.399955007853213,0.62316322427326
0.315192972441316,0.384087349770149,0.289014297390834,0.286538317318094,0.360067265129008
0.693384676745802,0.431300180563488,0.207023989962725,0.708737994694911,0.472008293113346
0.0624834570847379,0.0719187538453293,0.239601489760047,0.28071681650831,0.124938597827715
0.695316814911628,0.652067170632226,0.889506292634735,0.0814034866930584,0.0455683296984925
0.712785938268062,0.548401400711468,0.764604832415293,0.879841141360785,0.919215447190671
0.571293675729155,0.550676800696032,0.250006399352689,0.948644478302361,0.95854723055244
0.108011837619173,0.174554272198001,0.265782897498324,0.511051072122811,0.726510371424782
0.00916523210686442,0.00355445350131285,0.346758637808087,0.477269728289937,0.557039421035814
0.529324195267868,0.60493133284837,0.941500455870635,0.487207513642021,0.397968551441546
0.925516887570446,0.937738583736421,0.0376864191884865,0.831537352219423,0.816491860957749
0.0202970527044899,0.0125324127769435,0.0217731468908003,0.152087419486429,0.15787450243427
0.888248558393371,0.677449830074862,0.683319689037724,0.157006324021587,0.345741557905128
0.21259561210477,0.188370695415689,0.824364338633258,0.714391257076307,0.910883896839804
0.256555362877383,0.443076250579909,0.229884797949886,0.506817687816532,0.645993759645801
0.870159874714401,0.781540325464943,0.836087407030273,0.4046231562209,0.318493388087328
0.885412131406523,0.868880348771287,0.438273600997195,0.872476117479303,0.793314013275545
0.474176337845815,0.684571995449459,0.0517427907529369,0.670583326805671,0.601599501867828
0.847012904727484,0.739197658852377,0.295435776398225,0.147717763192856,0.0435508028827328
0.605378763715423,0.460596687429516,0.958200639238168,0.285201946095668,0.509690416765675
0.241430745253227,0.153093820563711,0.749145646270002,0.957172405286358,0.958817419415239
0.907691364853979,0.967431597887486,0.357528610182381,0.464046223268132,0.406305644551338
0.539797921273299,0.743657655433795,0.636889641140053,0.541238222379949,0.178218916666545
0.973878031330913,0.978770519194181,0.882532504558858,0.636109506979498,0.598375797471557
0.523514243301288,0.416359541439792,0.777426182764637,0.877873534973644,0.887522417739196
0.759461005810801,0.82733389927778,0.149181280983381,0.74708553988213,0.67730850209452
0.463583549243747,0.273217854635144,0.22742330720102,0.445936298437577,0.263068115894531
0.186334436530428,0.200467199075863,0.858322947443973,0.618838315885827,0.526415475726239
0.879816757844284,0.897892683205646,0.468093674155393,0.707500885751196,0.552563928356246
0.0215254010504167,0.033230840233465,0.204461419986346,0.670683557261522,0.39618203221858
0.571618986376148,0.556459020878978,0.86288824651448,0.489743721493966,0.666767638360954
0.659130615668551,0.663865301483118,0.544054131531292,0.585803614334515,0.914508297300785
0.525765477577093,0.63066539936476,0.480399261540105,0.379590511492891,0.47923233781828
0.834273605810359,0.912640131743718,0.038884700209248,0.651362821531879,0.536171409893077
0.622059904219491,0.595685127145751,0.26686258250977,0.0198098977203731,0.0233353887137275
0.357502375014685,0.348038265013087,0.0353839651193431,0.436220015288043,0.0720485844989461
0.378939378279789,0.152315207613272,0.475069435098711,0.0183309941310905,0.124604439658822
0.921875151191802,0.868877107110652,0.95299724234137,0.129308677616369,0.427899130119184
0.940570736499158,0.900546995241864,0.431844480870357,0.801576917195497,0.949258196505669
0.479999550282807,0.51014576793466,0.0692901959966618,0.907178791145302,0.848856426958983
0.533841364952142,0.528432931383939,0.314298401474736,0.190680187813693,0.10974195081323
0.0789015091546857,0.181248229138078,0.963354937127642,0.215997156444898,0.166884655848214
0.215789759628755,0.174367328026077,0.365545341042225,0.757730983635816,0.753506993318785
0.547709221650593,0.757662719370923,0.309277771342371,0.184451288984702,0.113934896330135
0.0840787666383589,0.0662814168531282,0.445156137401663,0.347234055523197,0.177898333997038
0.899716368402218,0.850964131360252,0.199887662689385,0.487593330254831,0.754455434395982
0.112596888343137,0.0880239419479269,0.0210095735633506,0.233523833270802,0.226267266845988
0.620076737372664,0.71608364775819,0.350586062866079,0.0879222261723031,0.15902523341051
0.536471136993447,0.262120986022662,0.0855595991897257,0.0662722921349249,0.123401931484524
0.660975426964092,0.614698584015532,0.0510130435067877,0.0318003699919718,0.0632317823161023
0.860368586901303,0.848089150236407,0.0329463255137714,0.00500004539171499,0.0114253371454307
0.427928676595778,0.336671555609343,0.941443868170772,0.0629726341979844,0.0404083298019486
0.872541221115845,0.85571117177661,0.583576832666176,0.930657157274169,0.946941937976264
0.589970316667775,0.330522733609894,0.857936495117988,0.515487769116905,0.66261220992154
0.156532132595655,0.092894275647278,0.278593752658317,0.939489187044282,0.94836696736829
0.462779661616441,0.472087464818225,0.767795774434085,0.329458218117473,0.396463137770073
0.119220951291776,0.223390762016666,0.923641760374966,0.590931349838414,0.646382769037598
0.937538053642416,0.848966837446196,0.646706364539191,0.919676836159359,0.856976488618394
0.899772395919595,0.586988249106692,0.419103290874862,0.540663294882165,0.510214327584068
